,visit_id,cookie_id,page_id,event_type,sequence_number,event_time
20736,fb1eb1,c5ff25,10,2,15,2020-01-22 08:01:14.998528
20737,fb1eb1,c5ff25,11,1,16,2020-01-22 08:01:23.67954
20738,fb1eb1,c5ff25,11,2,17,2020-01-22 08:02:13.18968
20739,fb1eb1,c5ff25,12,1,18,2020-01-22 08:02:55.199365
20740,fb1eb1,c5ff25,13,3,19,2020-01-22 08:03:34.50959
20741,9bc855,01386b,2,1,1,2020-02-05 09:10:26.81845
20742,5a6a30,0bb4ae,2,1,1,2020-01-11 08:22:19.842382
20743,5a6a30,0bb4ae,2,4,2,2020-01-11 08:22:27.116018
20744,5a6a30,0bb4ae,2,5,3,2020-01-11 08:23:07.092179
20745,5a6a30,0bb4ae,3,1,4,2020-01-11 08:23:20.98612
20746,5a6a30,0bb4ae,3,2,5,2020-01-11 08:23:45.801105
20747,5a6a30,0bb4ae,4,1,6,2020-01-11 08:23:50.617208
20748,5a6a30,0bb4ae,4,2,7,2020-01-11 08:24:36.855195
20749,5a6a30,0bb4ae,5,1,8,2020-01-11 08:24:41.527728
20750,5a6a30,0bb4ae,5,2,9,2020-01-11 08:24:46.061535
20751,5a6a30,0bb4ae,6,1,10,2020-01-11 08:25:32.92196
20752,5a6a30,0bb4ae,6,2,11,2020-01-11 08:25:54.840791
20753,5a6a30,0bb4ae,7,1,12,2020-01-11 08:26:26.797074
20754,5a6a30,0bb4ae,7,2,13,2020-01-11 08:26:28.436458
20755,5a6a30,0bb4ae,9,1,14,2020-01-11 08:27:13.746854
20756,5a6a30,0bb4ae,9,2,15,2020-01-11 08:28:02.419947
20757,5a6a30,0bb4ae,10,1,16,2020-01-11 08:28:05.069168
20758,5a6a30,0bb4ae,10,2,17,2020-01-11 08:28:54.837673
20759,5a6a30,0bb4ae,11,1,18,2020-01-11 08:29:45.648909
20760,5a6a30,0bb4ae,11,2,19,2020-01-11 08:30:11.666504
20761,5a6a30,0bb4ae,12,1,20,2020-01-11 08:31:07.739698
20762,5a6a30,0bb4ae,13,3,21,2020-01-11 08:31:20.584103
20763,2416d4,9de6d1,2,1,1,2020-02-06 08:42:29.961102
20764,5fdda9,efe937,2,1,1,2020-02-18 23:03:25.608541
20765,5fdda9,efe937,2,4,2,2020-02-18 23:04:13.449455
20766,5fdda9,efe937,2,5,3,2020-02-18 23:04:41.575756
20767,5fdda9,efe937,4,1,4,2020-02-18 23:04:43.770059
20768,5fdda9,efe937,4,2,5,2020-02-18 23:04:55.461216
20769,5fdda9,efe937,5,1,6,2020-02-18 23:05:17.184162
20770,5fdda9,efe937,5,2,7,2020-02-18 23:06:15.219897
20771,5fdda9,efe937,6,1,8,2020-02-18 23:06:46.525173
20772,5fdda9,efe937,6,2,9,2020-02-18 23:06:51.516542
20773,5fdda9,efe937,7,1,10,2020-02-18 23:07:28.093772
20774,5fdda9,efe937,7,2,11,2020-02-18 23:08:11.41129
20775,5fdda9,efe937,8,1,12,2020-02-18 23:09:00.032732
20776,5fdda9,efe937,9,1,13,2020-02-18 23:09:39.994827
20777,5fdda9,efe937,10,1,14,2020-02-18 23:10:04.010021
20778,5fdda9,efe937,10,2,15,2020-02-18 23:10:55.202429
20779,5fdda9,efe937,11,1,16,2020-02-18 23:11:08.736689
20780,5fdda9,efe937,11,2,17,2020-02-18 23:11:46.926776
20781,5fdda9,efe937,12,1,18,2020-02-18 23:12:11.640301
20782,5fdda9,efe937,13,3,19,2020-02-18 23:12:53.840412
20783,7a0c20,371bce,2,1,1,2020-01-04 13:21:43.041992
20784,91d9d4,138bb0,2,1,1,2020-02-17 18:12:35.70846
20785,91d9d4,138bb0,2,4,2,2020-02-17 18:13:30.73585
20786,91d9d4,138bb0,2,5,3,2020-02-17 18:14:24.509558
20787,91d9d4,138bb0,3,1,4,2020-02-17 18:14:54.090939
20788,91d9d4,138bb0,3,2,5,2020-02-17 18:15:04.294833
20789,91d9d4,138bb0,5,1,6,2020-02-17 18:15:49.700896
20790,91d9d4,138bb0,5,2,7,2020-02-17 18:15:51.463462
20791,91d9d4,138bb0,6,1,8,2020-02-17 18:16:47.959105
20792,91d9d4,138bb0,6,2,9,2020-02-17 18:17:02.492234
20793,91d9d4,138bb0,7,1,10,2020-02-17 18:17:31.028263
20794,91d9d4,138bb0,7,2,11,2020-02-17 18:18:15.521681
20795,91d9d4,138bb0,8,1,12,2020-02-17 18:19:03.059802
20796,91d9d4,138bb0,8,2,13,2020-02-17 18:19:56.70164
20797,91d9d4,138bb0,9,1,14,2020-02-17 18:20:45.400413
20798,91d9d4,138bb0,9,2,15,2020-02-17 18:21:29.392058
20799,91d9d4,138bb0,11,1,16,2020-02-17 18:22:05.870244
20800,91d9d4,138bb0,11,2,17,2020-02-17 18:22:54.996332
20801,91d9d4,138bb0,12,1,18,2020-02-17 18:23:32.824707
20802,db0b68,8dd48d,2,1,1,2020-02-28 04:41:41.117334
20803,d639c3,82cec9,2,1,1,2020-01-23 02:37:11.086253
20804,8eabea,6c524f,2,1,1,2020-01-28 21:30:22.238215
20805,7b9b2a,fb7b9f,2,1,1,2020-01-30 15:28:19.178127
20806,7b9b2a,fb7b9f,2,4,2,2020-01-30 15:29:00.374483
20807,7b9b2a,fb7b9f,2,5,3,2020-01-30 15:29:55.93969
20808,7b9b2a,fb7b9f,3,1,4,2020-01-30 15:30:34.297531
20809,7b9b2a,fb7b9f,3,2,5,2020-01-30 15:31:29.891585
20810,7b9b2a,fb7b9f,4,1,6,2020-01-30 15:32:27.444072
20811,7b9b2a,fb7b9f,5,1,7,2020-01-30 15:33:21.066904
20812,7b9b2a,fb7b9f,5,2,8,2020-01-30 15:34:17.744943
20813,7b9b2a,fb7b9f,6,1,9,2020-01-30 15:35:07.290559
20814,7b9b2a,fb7b9f,6,2,10,2020-01-30 15:35:24.080158
20815,7b9b2a,fb7b9f,8,1,11,2020-01-30 15:35:27.538114
20816,7b9b2a,fb7b9f,8,2,12,2020-01-30 15:35:40.036289
20817,7b9b2a,fb7b9f,9,1,13,2020-01-30 15:35:42.970482
20818,7b9b2a,fb7b9f,9,2,14,2020-01-30 15:36:14.867348
20819,7b9b2a,fb7b9f,11,1,15,2020-01-30 15:36:35.171987
20820,7b9b2a,fb7b9f,11,2,16,2020-01-30 15:36:45.082502
20821,7b9b2a,fb7b9f,12,1,17,2020-01-30 15:36:48.980268
20822,7b9b2a,fb7b9f,13,3,18,2020-01-30 15:37:42.259533
20823,e0b3a3,aa942a,2,1,1,2020-02-17 03:50:51.594704
20824,8f84ed,c058f5,2,1,1,2020-02-18 01:57:59.159379
20825,8bc8ce,e7b24b,2,1,1,2020-02-04 04:47:51.858834
20826,2c27ad,52720e,2,1,1,2020-01-26 20:04:38.385964
20827,2c27ad,52720e,2,4,2,2020-01-26 20:04:58.848995
20828,2c27ad,52720e,2,5,3,2020-01-26 20:05:00.89237
20829,2c27ad,52720e,3,1,4,2020-01-26 20:05:18.227959
20830,2c27ad,52720e,3,2,5,2020-01-26 20:05:19.134813
20831,2c27ad,52720e,4,1,6,2020-01-26 20:05:36.02389
20832,2c27ad,52720e,4,2,7,2020-01-26 20:06:31.490042
20833,2c27ad,52720e,5,1,8,2020-01-26 20:06:40.690149
20834,2c27ad,52720e,5,2,9,2020-01-26 20:06:51.350309
20835,2c27ad,52720e,6,1,10,2020-01-26 20:07:24.589766
20836,2c27ad,52720e,6,2,11,2020-01-26 20:08:11.821975
20837,2c27ad,52720e,7,1,12,2020-01-26 20:08:28.29288
20838,2c27ad,52720e,7,2,13,2020-01-26 20:09:02.977702
20839,2c27ad,52720e,8,1,14,2020-01-26 20:09:34.847216
20840,2c27ad,52720e,8,2,15,2020-01-26 20:09:50.469919
20841,2c27ad,52720e,9,1,16,2020-01-26 20:10:07.097641
20842,2c27ad,52720e,9,2,17,2020-01-26 20:10:51.971612
20843,2c27ad,52720e,10,1,18,2020-01-26 20:11:40.199689
20844,2c27ad,52720e,10,2,19,2020-01-26 20:11:57.788304
20845,2c27ad,52720e,11,1,20,2020-01-26 20:12:07.37809
20846,2c27ad,52720e,11,2,21,2020-01-26 20:12:25.178431
20847,2c27ad,52720e,12,1,22,2020-01-26 20:12:31.889498
20848,2c27ad,52720e,13,3,23,2020-01-26 20:12:47.312217
20849,4ce485,c3e878,2,1,1,2020-01-30 05:40:35.37583
20850,12e8d4,004114,2,1,1,2020-02-12 04:29:36.921908
20851,12e8d4,004114,2,4,2,2020-02-12 04:29:42.414762
20852,12e8d4,004114,2,5,3,2020-02-12 04:30:29.458131
20853,12e8d4,004114,3,1,4,2020-02-12 04:30:53.127428
20854,12e8d4,004114,3,2,5,2020-02-12 04:31:38.507765
20855,12e8d4,004114,4,1,6,2020-02-12 04:32:13.769652
20856,12e8d4,004114,4,2,7,2020-02-12 04:33:10.216617
20857,12e8d4,004114,6,1,8,2020-02-12 04:33:49.235921
20858,12e8d4,004114,7,1,9,2020-02-12 04:34:27.668923
20859,12e8d4,004114,7,2,10,2020-02-12 04:35:20.222911
20860,12e8d4,004114,9,1,11,2020-02-12 04:35:43.954758
20861,12e8d4,004114,9,2,12,2020-02-12 04:35:54.181642
20862,12e8d4,004114,10,1,13,2020-02-12 04:36:13.518006
20863,12e8d4,004114,10,2,14,2020-02-12 04:36:14.64491
20864,12e8d4,004114,12,1,15,2020-02-12 04:36:31.169247
20865,12e8d4,004114,13,3,16,2020-02-12 04:36:58.475287
20866,b77ded,bac916,2,1,1,2020-01-06 08:17:01.375477
20867,5e2044,9be40c,2,1,1,2020-01-06 06:43:38.27334
20868,22a848,5ef698,2,1,1,2020-01-14 08:44:11.189901
20869,17d83d,05049e,2,1,1,2020-02-16 06:04:34.148149
20870,e2b827,cf004f,2,1,1,2020-01-17 06:22:04.133341
20871,e2b827,cf004f,2,4,2,2020-01-17 06:23:03.028582
20872,e2b827,cf004f,2,5,3,2020-01-17 06:23:15.369582
20873,e2b827,cf004f,3,1,4,2020-01-17 06:24:04.8552
20874,e2b827,cf004f,3,2,5,2020-01-17 06:24:14.764933
20875,e2b827,cf004f,4,1,6,2020-01-17 06:25:00.447711
20876,e2b827,cf004f,5,1,7,2020-01-17 06:25:31.90812
20877,e2b827,cf004f,5,2,8,2020-01-17 06:26:02.725484
20878,e2b827,cf004f,6,1,9,2020-01-17 06:26:14.751233
20879,e2b827,cf004f,7,1,10,2020-01-17 06:26:24.691889
20880,e2b827,cf004f,7,2,11,2020-01-17 06:27:10.502945
20881,e2b827,cf004f,9,1,12,2020-01-17 06:27:19.647862
20882,e2b827,cf004f,9,2,13,2020-01-17 06:27:32.162487
20883,e2b827,cf004f,11,1,14,2020-01-17 06:28:07.881531
20884,e2b827,cf004f,12,1,15,2020-01-17 06:28:14.109395
20885,e2b827,cf004f,13,3,16,2020-01-17 06:28:40.115715
20886,ba77c2,0c74b7,2,1,1,2020-02-12 17:13:33.836088
20887,ba77c2,0c74b7,2,4,2,2020-02-12 17:14:04.971828
20888,ba77c2,0c74b7,2,5,3,2020-02-12 17:14:58.118273
20889,ba77c2,0c74b7,3,1,4,2020-02-12 17:15:00.1024
20890,ba77c2,0c74b7,3,2,5,2020-02-12 17:15:50.438322
20891,ba77c2,0c74b7,4,1,6,2020-02-12 17:16:34.336276
20892,ba77c2,0c74b7,4,2,7,2020-02-12 17:17:17.86385
20893,ba77c2,0c74b7,5,1,8,2020-02-12 17:17:46.264027
20894,ba77c2,0c74b7,5,2,9,2020-02-12 17:18:05.151051
20895,ba77c2,0c74b7,6,1,10,2020-02-12 17:18:58.719589
20896,ba77c2,0c74b7,6,2,11,2020-02-12 17:19:48.039189
20897,ba77c2,0c74b7,7,1,12,2020-02-12 17:20:03.064807
20898,ba77c2,0c74b7,7,2,13,2020-02-12 17:20:36.12802
20899,ba77c2,0c74b7,8,1,14,2020-02-12 17:20:47.94151
20900,ba77c2,0c74b7,8,2,15,2020-02-12 17:20:53.427786
20901,ba77c2,0c74b7,10,1,16,2020-02-12 17:21:36.629318
20902,ba77c2,0c74b7,11,1,17,2020-02-12 17:22:07.353816
20903,ba77c2,0c74b7,12,1,18,2020-02-12 17:22:13.842654
20904,339930,d709f3,2,1,1,2020-02-26 06:47:39.889911
20905,339930,d709f3,2,4,2,2020-02-26 06:47:57.266234
20906,339930,d709f3,2,5,3,2020-02-26 06:48:56.778605
20907,339930,d709f3,3,1,4,2020-02-26 06:49:28.01404
20908,339930,d709f3,3,2,5,2020-02-26 06:50:12.1505
20909,339930,d709f3,6,1,6,2020-02-26 06:50:19.641384
20910,339930,d709f3,6,2,7,2020-02-26 06:50:59.741518
20911,339930,d709f3,7,1,8,2020-02-26 06:51:47.631139
20912,339930,d709f3,7,2,9,2020-02-26 06:52:08.665164
20913,339930,d709f3,8,1,10,2020-02-26 06:53:00.548378
20914,339930,d709f3,10,1,11,2020-02-26 06:53:48.568914
20915,339930,d709f3,10,2,12,2020-02-26 06:54:38.959585
20916,339930,d709f3,11,1,13,2020-02-26 06:55:08.505532
20917,339930,d709f3,11,2,14,2020-02-26 06:55:27.862447
20918,339930,d709f3,12,1,15,2020-02-26 06:55:54.098982
20919,339930,d709f3,13,3,16,2020-02-26 06:56:23.209439
20920,d5156d,41f1f1,2,1,1,2020-02-16 20:36:26.343309
20921,e404f4,24b16f,2,1,1,2020-02-15 03:57:02.588213
20922,e404f4,24b16f,2,4,2,2020-02-15 03:57:19.200613
20923,e404f4,24b16f,2,5,3,2020-02-15 03:57:50.060429
20924,e404f4,24b16f,3,1,4,2020-02-15 03:58:46.143733
20925,e404f4,24b16f,3,2,5,2020-02-15 03:59:34.82874
20926,e404f4,24b16f,4,1,6,2020-02-15 04:00:17.649922
20927,e404f4,24b16f,5,1,7,2020-02-15 04:00:42.41011
20928,e404f4,24b16f,5,2,8,2020-02-15 04:01:27.850304
20929,e404f4,24b16f,6,1,9,2020-02-15 04:01:42.909695
20930,e404f4,24b16f,7,1,10,2020-02-15 04:02:37.966596
20931,e404f4,24b16f,7,2,11,2020-02-15 04:03:34.631675
20932,e404f4,24b16f,8,1,12,2020-02-15 04:03:49.496904
20933,e404f4,24b16f,9,1,13,2020-02-15 04:04:37.202441
20934,e404f4,24b16f,9,2,14,2020-02-15 04:05:27.877704
20935,e404f4,24b16f,10,1,15,2020-02-15 04:06:10.771829
20936,e404f4,24b16f,10,2,16,2020-02-15 04:06:13.471965
20937,e404f4,24b16f,11,1,17,2020-02-15 04:06:19.888065
20938,e404f4,24b16f,11,2,18,2020-02-15 04:06:50.994612
20939,e404f4,24b16f,12,1,19,2020-02-15 04:07:08.896146
20940,e404f4,24b16f,13,3,20,2020-02-15 04:07:56.173183
20941,f2c70a,ffd52f,2,1,1,2020-01-24 05:19:32.396941
20942,aee999,ad972f,2,1,1,2020-02-16 21:23:18.571987
20943,aee999,ad972f,2,4,2,2020-02-16 21:23:49.065966
20944,aee999,ad972f,2,5,3,2020-02-16 21:23:59.468634
20945,aee999,ad972f,3,1,4,2020-02-16 21:24:46.21145
20946,aee999,ad972f,3,2,5,2020-02-16 21:25:25.832964
20947,aee999,ad972f,4,1,6,2020-02-16 21:25:49.750608
20948,aee999,ad972f,4,2,7,2020-02-16 21:26:09.774744
20949,aee999,ad972f,5,1,8,2020-02-16 21:26:36.922955
20950,aee999,ad972f,5,2,9,2020-02-16 21:27:09.677934
20951,aee999,ad972f,6,1,10,2020-02-16 21:27:28.9959
20952,aee999,ad972f,6,2,11,2020-02-16 21:28:08.622799
20953,aee999,ad972f,8,1,12,2020-02-16 21:28:48.578331
20954,aee999,ad972f,8,2,13,2020-02-16 21:28:58.241289
20955,aee999,ad972f,9,1,14,2020-02-16 21:29:50.510382
20956,aee999,ad972f,10,1,15,2020-02-16 21:30:24.435906
20957,aee999,ad972f,10,2,16,2020-02-16 21:30:47.805863
20958,aee999,ad972f,12,1,17,2020-02-16 21:31:46.705418
20959,aee999,ad972f,13,3,18,2020-02-16 21:31:56.738995
20960,c0853b,f61d69,2,1,1,2020-01-03 07:20:41.698082
20961,b2552b,142949,2,1,1,2020-02-08 04:35:44.449894
20962,6bc120,d34ab1,2,1,1,2020-02-18 02:56:01.238704
20963,87aff2,8bf121,2,1,1,2020-01-25 02:23:31.83022
20964,87aff2,8bf121,2,4,2,2020-01-25 02:23:50.2769
20965,87aff2,8bf121,2,5,3,2020-01-25 02:24:02.872759
20966,87aff2,8bf121,4,1,4,2020-01-25 02:24:45.791876
20967,87aff2,8bf121,4,2,5,2020-01-25 02:24:55.105168
20968,87aff2,8bf121,5,1,6,2020-01-25 02:25:30.803632
20969,87aff2,8bf121,5,2,7,2020-01-25 02:25:33.278386
20970,87aff2,8bf121,6,1,8,2020-01-25 02:26:03.361591
20971,87aff2,8bf121,6,2,9,2020-01-25 02:26:48.830324
20972,87aff2,8bf121,7,1,10,2020-01-25 02:27:00.250008
20973,87aff2,8bf121,7,2,11,2020-01-25 02:27:51.047837
20974,87aff2,8bf121,11,1,12,2020-01-25 02:28:17.184071
20975,87aff2,8bf121,11,2,13,2020-01-25 02:28:24.063579
20976,87aff2,8bf121,12,1,14,2020-01-25 02:28:42.272439
20977,87aff2,8bf121,13,3,15,2020-01-25 02:28:47.18377
20978,02e178,a02ffd,2,1,1,2020-01-01 14:41:55.51544
20979,02e178,a02ffd,2,4,2,2020-01-01 14:42:52.977072
20980,02e178,a02ffd,2,5,3,2020-01-01 14:43:50.075661
20981,02e178,a02ffd,4,1,4,2020-01-01 14:44:21.286429
20982,02e178,a02ffd,4,2,5,2020-01-01 14:45:14.491409
20983,02e178,a02ffd,5,1,6,2020-01-01 14:45:47.929685
20984,02e178,a02ffd,5,2,7,2020-01-01 14:46:19.291013
20985,02e178,a02ffd,6,1,8,2020-01-01 14:46:45.039718
20986,02e178,a02ffd,6,2,9,2020-01-01 14:47:19.945645
20987,02e178,a02ffd,7,1,10,2020-01-01 14:48:16.578722
20988,02e178,a02ffd,7,2,11,2020-01-01 14:49:01.561296
20989,02e178,a02ffd,8,1,12,2020-01-01 14:49:08.59633
20990,02e178,a02ffd,8,2,13,2020-01-01 14:49:09.962525
20991,02e178,a02ffd,9,1,14,2020-01-01 14:49:40.9819
20992,02e178,a02ffd,9,2,15,2020-01-01 14:49:59.147984
20993,02e178,a02ffd,11,1,16,2020-01-01 14:50:57.140426
20994,aa7447,bca82e,2,1,1,2020-01-29 19:28:52.699062
20995,a2f771,00ec53,2,1,1,2020-02-14 00:12:01.008872
20996,d1d674,4f6ffe,2,1,1,2020-01-19 16:53:47.473225
20997,d1d674,4f6ffe,2,4,2,2020-01-19 16:54:16.54526
20998,d1d674,4f6ffe,3,1,3,2020-01-19 16:54:39.830903
20999,d1d674,4f6ffe,3,2,4,2020-01-19 16:55:16.408917
21000,d1d674,4f6ffe,5,1,5,2020-01-19 16:55:21.408568
21001,d1d674,4f6ffe,5,2,6,2020-01-19 16:56:06.968113
21002,d1d674,4f6ffe,7,1,7,2020-01-19 16:56:44.954998
21003,d1d674,4f6ffe,9,1,8,2020-01-19 16:57:18.985583
21004,d1d674,4f6ffe,9,2,9,2020-01-19 16:57:55.473788
21005,d1d674,4f6ffe,10,1,10,2020-01-19 16:58:15.968625
21006,d1d674,4f6ffe,12,1,11,2020-01-19 16:58:57.830098
21007,d1d674,4f6ffe,13,3,12,2020-01-19 16:59:11.91862
21008,ffeed3,beed13,2,1,1,2020-02-15 22:00:09.764174
21009,37a630,0584ce,2,1,1,2020-01-03 06:46:01.48049
21010,613666,dc912a,2,1,1,2020-02-29 13:33:02.15784
21011,e7688e,39461a,2,1,1,2020-02-04 09:54:53.199903
21012,560822,8efb10,2,1,1,2020-01-18 23:43:37.150634
21013,560822,8efb10,2,4,2,2020-01-18 23:44:32.119219
21014,560822,8efb10,4,1,3,2020-01-18 23:45:25.349197
21015,560822,8efb10,4,2,4,2020-01-18 23:45:29.00768
21016,560822,8efb10,5,1,5,2020-01-18 23:45:31.192184
21017,560822,8efb10,5,2,6,2020-01-18 23:46:29.648972
21018,560822,8efb10,6,1,7,2020-01-18 23:46:29.668074
21019,560822,8efb10,6,2,8,2020-01-18 23:46:51.514217
21020,560822,8efb10,8,1,9,2020-01-18 23:47:14.10959
21021,560822,8efb10,8,2,10,2020-01-18 23:47:27.74949
21022,560822,8efb10,9,1,11,2020-01-18 23:48:23.356093
21023,560822,8efb10,9,2,12,2020-01-18 23:49:02.773937
21024,560822,8efb10,10,1,13,2020-01-18 23:49:25.741936
21025,560822,8efb10,10,2,14,2020-01-18 23:49:49.01817
21026,560822,8efb10,11,1,15,2020-01-18 23:50:44.621562
21027,560822,8efb10,11,2,16,2020-01-18 23:51:14.579723
21028,560822,8efb10,12,1,17,2020-01-18 23:51:37.882276
21029,560822,8efb10,13,3,18,2020-01-18 23:51:45.700436
21030,103caa,d9fc5b,2,1,1,2020-01-17 01:08:28.253844
21031,103caa,d9fc5b,2,4,2,2020-01-17 01:08:33.235049
21032,103caa,d9fc5b,2,5,3,2020-01-17 01:09:11.360353
21033,103caa,d9fc5b,3,1,4,2020-01-17 01:10:01.445199
21034,103caa,d9fc5b,3,2,5,2020-01-17 01:10:27.812816
21035,103caa,d9fc5b,4,1,6,2020-01-17 01:10:39.158465
21036,103caa,d9fc5b,4,2,7,2020-01-17 01:11:23.873488
21037,103caa,d9fc5b,5,1,8,2020-01-17 01:11:49.158775
21038,103caa,d9fc5b,5,2,9,2020-01-17 01:12:46.816732
21039,103caa,d9fc5b,7,1,10,2020-01-17 01:13:41.24028
21040,103caa,d9fc5b,7,2,11,2020-01-17 01:14:05.959181
21041,103caa,d9fc5b,8,1,12,2020-01-17 01:14:50.919237
21042,103caa,d9fc5b,8,2,13,2020-01-17 01:15:39.997625
21043,103caa,d9fc5b,9,1,14,2020-01-17 01:15:52.948843
21044,103caa,d9fc5b,9,2,15,2020-01-17 01:16:48.241059
21045,103caa,d9fc5b,10,1,16,2020-01-17 01:17:35.279906
21046,103caa,d9fc5b,10,2,17,2020-01-17 01:17:58.345811
21047,103caa,d9fc5b,11,1,18,2020-01-17 01:18:03.561078
21048,103caa,d9fc5b,11,2,19,2020-01-17 01:18:13.020931
21049,103caa,d9fc5b,12,1,20,2020-01-17 01:18:13.792292
21050,103caa,d9fc5b,13,3,21,2020-01-17 01:18:45.567149
21051,97ba57,c86a7e,2,1,1,2020-01-02 10:57:02.364645
21052,97ba57,c86a7e,2,4,2,2020-01-02 10:57:10.91892
21053,97ba57,c86a7e,4,1,3,2020-01-02 10:58:02.16526
21054,97ba57,c86a7e,5,1,4,2020-01-02 10:58:39.863499
21055,97ba57,c86a7e,5,2,5,2020-01-02 10:59:05.663555
21056,97ba57,c86a7e,6,1,6,2020-01-02 10:59:46.201742
21057,97ba57,c86a7e,6,2,7,2020-01-02 11:00:15.033935
21058,97ba57,c86a7e,7,1,8,2020-01-02 11:00:21.214019
21059,97ba57,c86a7e,7,2,9,2020-01-02 11:00:51.491565
21060,5f6871,a01a03,2,1,1,2020-01-28 06:08:59.730461
21061,5f6871,a01a03,2,4,2,2020-01-28 06:08:59.885513
21062,5f6871,a01a03,2,5,3,2020-01-28 06:09:07.058889
21063,5f6871,a01a03,3,1,4,2020-01-28 06:09:49.822286
21064,5f6871,a01a03,3,2,5,2020-01-28 06:10:43.915459
21065,5f6871,a01a03,4,1,6,2020-01-28 06:11:05.271308
21066,5f6871,a01a03,5,1,7,2020-01-28 06:11:48.175611
21067,5f6871,a01a03,6,1,8,2020-01-28 06:12:22.655551
21068,5f6871,a01a03,6,2,9,2020-01-28 06:13:12.988298
21069,5f6871,a01a03,8,1,10,2020-01-28 06:13:46.836806
21070,5f6871,a01a03,9,1,11,2020-01-28 06:14:22.106741
21071,5f6871,a01a03,10,1,12,2020-01-28 06:14:57.080012
21072,5f6871,a01a03,11,1,13,2020-01-28 06:15:12.893909
21073,5f6871,a01a03,12,1,14,2020-01-28 06:15:48.402676
21074,5f6871,a01a03,13,3,15,2020-01-28 06:16:02.742928
21075,fac4c6,5a4b25,2,1,1,2020-01-01 13:30:16.982673
21076,53166f,f73b76,2,1,1,2020-01-07 11:15:29.210582
21077,53166f,f73b76,2,4,2,2020-01-07 11:15:50.437323
21078,53166f,f73b76,2,5,3,2020-01-07 11:16:07.912248
21079,53166f,f73b76,3,1,4,2020-01-07 11:16:37.076494
21080,53166f,f73b76,3,2,5,2020-01-07 11:17:11.136277
21081,53166f,f73b76,4,1,6,2020-01-07 11:17:50.638277
21082,53166f,f73b76,4,2,7,2020-01-07 11:18:36.261747
21083,53166f,f73b76,5,1,8,2020-01-07 11:18:59.449604
21084,53166f,f73b76,5,2,9,2020-01-07 11:19:06.772199
21085,53166f,f73b76,7,1,10,2020-01-07 11:19:47.308423
21086,53166f,f73b76,7,2,11,2020-01-07 11:20:31.462657
21087,53166f,f73b76,8,1,12,2020-01-07 11:21:15.881846
21088,53166f,f73b76,8,2,13,2020-01-07 11:22:00.206926
21089,53166f,f73b76,10,1,14,2020-01-07 11:22:37.753853
21090,53166f,f73b76,10,2,15,2020-01-07 11:22:40.254017
21091,53166f,f73b76,12,1,16,2020-01-07 11:23:01.069541
21092,53166f,f73b76,13,3,17,2020-01-07 11:23:54.373997
21093,b398c3,70c639,2,1,1,2020-02-24 00:45:50.20645
21094,0198b0,28f0b8,2,1,1,2020-01-03 19:19:08.083576
21095,a44a39,154384,2,1,1,2020-02-18 09:25:10.585663
21096,a44a39,154384,2,4,2,2020-02-18 09:25:37.180841
21097,a44a39,154384,2,5,3,2020-02-18 09:26:01.79564
21098,a44a39,154384,5,1,4,2020-02-18 09:26:37.79398
21099,a44a39,154384,5,2,5,2020-02-18 09:27:20.748508
21100,a44a39,154384,6,1,6,2020-02-18 09:27:21.200737
21101,a44a39,154384,6,2,7,2020-02-18 09:28:11.04826
21102,a44a39,154384,7,1,8,2020-02-18 09:28:58.739918
21103,a44a39,154384,7,2,9,2020-02-18 09:29:11.906783
21104,a44a39,154384,10,1,10,2020-02-18 09:30:01.783568
21105,a44a39,154384,10,2,11,2020-02-18 09:30:12.460815
21106,a44a39,154384,12,1,12,2020-02-18 09:30:44.701691
21107,a44a39,154384,13,3,13,2020-02-18 09:31:43.678653
21108,b07a5a,f8c1f2,2,1,1,2020-01-18 15:03:04.172
21109,58fd6c,e46de7,2,1,1,2020-02-25 19:23:15.091134
21110,58fd6c,e46de7,2,4,2,2020-02-25 19:23:33.155408
21111,58fd6c,e46de7,2,5,3,2020-02-25 19:24:16.012389
21112,58fd6c,e46de7,3,1,4,2020-02-25 19:24:20.591363
21113,58fd6c,e46de7,4,1,5,2020-02-25 19:25:15.816424
21114,58fd6c,e46de7,4,2,6,2020-02-25 19:25:50.119531
21115,58fd6c,e46de7,5,1,7,2020-02-25 19:26:27.563458
21116,58fd6c,e46de7,5,2,8,2020-02-25 19:26:51.376587
21117,58fd6c,e46de7,6,1,9,2020-02-25 19:27:38.590878
21118,58fd6c,e46de7,6,2,10,2020-02-25 19:28:27.058164
21119,58fd6c,e46de7,8,1,11,2020-02-25 19:28:57.344653
21120,58fd6c,e46de7,8,2,12,2020-02-25 19:29:50.625649
21121,58fd6c,e46de7,9,1,13,2020-02-25 19:30:22.492791
21122,58fd6c,e46de7,9,2,14,2020-02-25 19:30:28.162732
21123,58fd6c,e46de7,10,1,15,2020-02-25 19:31:05.43418
21124,58fd6c,e46de7,10,2,16,2020-02-25 19:31:41.855592
21125,58fd6c,e46de7,12,1,17,2020-02-25 19:32:27.180476
21126,58fd6c,e46de7,13,3,18,2020-02-25 19:32:53.806024
21127,b362b4,b7b16e,2,1,1,2020-01-23 19:13:04.127612
21128,fdacef,352fe2,2,1,1,2020-02-08 10:57:27.914717
21129,fdacef,352fe2,2,4,2,2020-02-08 10:58:13.829333
21130,fdacef,352fe2,6,1,3,2020-02-08 10:58:32.086795
